country,department,month,revenue,interest_income,fee_income,operating_expenses,loan_loss_provisions,net_income,tax,net_profit_after_tax
UK,Facilities,2020-12-01,29893092.1,18298390.62,11594701.48,16402220.89,1251680.36,12239190.85,3059797.71,9179393.14
UK,Facilities,2021-01-01,31041985.32,18300328.61,12741656.71,16720229.95,763030.04,13558725.33,3389681.33,10169044.0
UK,Facilities,2021-02-01,33015953.93,20348904.41,12667049.52,16936847.81,431902.1,15647204.02,3911801.0,11735403.02
UK,Facilities,2021-03-01,33880654.51,20629161.35,13251493.16,17455073.12,1290764.6,15134816.79,3783704.2,11351112.59
UK,Facilities,2021-04-01,34927346.74,21134257.61,13793089.13,16251413.18,1631078.39,17044855.17,4261213.79,12783641.38
UK,Facilities,2021-05-01,35130117.84,21303304.21,13826813.63,17027394.4,498577.34,17604146.1,4401036.53,13203109.57
UK,Facilities,2021-06-01,33069208.36,20312414.47,12756793.89,16742458.87,1259466.58,15067282.91,3766820.73,11300462.18
UK,Facilities,2021-07-01,32579689.71,19664500.5,12915189.21,16562985.98,676528.25,15340175.48,3835043.87,11505131.61
UK,Facilities,2021-08-01,30330762.47,18467430.32,11863332.15,16960015.77,1020403.2,12350343.5,3087585.88,9262757.62
UK,Facilities,2021-09-01,28504224.26,16461515.3,12042708.96,16281796.23,796371.85,11426056.18,2856514.04,8569542.14
UK,Facilities,2021-10-01,29021954.38,17246278.04,11775676.34,17091767.47,1110158.26,10820028.65,2705007.16,8115021.49
UK,Facilities,2021-11-01,27873598.02,16523306.84,11350291.18,17945230.53,586561.27,9341806.22,2335451.56,7006354.66
UK,Facilities,2021-12-01,30035681.64,17557260.64,12478421.0,16385122.63,1018496.17,12632062.84,3158015.71,9474047.13
UK,Facilities,2022-01-01,31849192.81,18856195.3,12992997.51,16598715.2,823296.56,14427181.05,3606795.26,10820385.79
UK,Facilities,2022-02-01,33361541.23,20298152.59,13063388.64,17603784.2,740173.92,15017583.11,3754395.78,11263187.33
UK,Facilities,2022-03-01,34375896.87,20156771.66,14219125.21,17309982.39,903593.82,16162320.66,4040580.16,12121740.5
UK,Facilities,2022-04-01,36241596.29,21565249.84,14676346.45,17479648.13,1613090.36,17148857.8,4287214.45,12861643.35
UK,Facilities,2022-05-01,35008377.72,21768344.73,13240032.99,17803792.6,1172707.38,16031877.74,4007969.44,12023908.3
UK,Facilities,2022-06-01,33522358.94,20679879.83,12842479.11,16635808.84,889966.93,15996583.17,3999145.79,11997437.38
UK,Facilities,2022-07-01,30966606.0,18554296.77,12412309.23,18263905.74,1268062.95,11434637.31,2858659.33,8575977.98
UK,Facilities,2022-08-01,31769267.95,19174051.06,12595216.89,16639091.47,1498017.79,13632158.69,3408039.67,10224119.02
UK,Facilities,2022-09-01,29551754.81,18010580.42,11541174.39,16783564.22,772548.22,11995642.37,2998910.59,8996731.78
UK,Facilities,2022-10-01,29534531.19,17731548.26,11802982.93,18060805.66,745795.01,10727930.52,2681982.63,8045947.89
UK,Facilities,2022-11-01,29820842.06,17628907.47,12191934.59,17002636.23,669412.76,12148793.07,3037198.27,9111594.8
UK,Facilities,2022-12-01,30015089.82,17822712.56,12192377.26,17155905.49,409087.05,12450097.28,3112524.32,9337572.96
UK,Facilities,2023-01-01,31517786.03,18957206.25,12560579.78,17362789.38,1131142.17,13023854.48,3255963.62,9767890.86
UK,Facilities,2023-02-01,33131872.58,19576606.93,13555265.65,16941068.69,672931.96,15517871.93,3879467.98,11638403.95
UK,Facilities,2023-03-01,35488603.42,21986613.46,13501989.96,17791878.78,1324023.13,16372701.51,4093175.38,12279526.13
UK,Facilities,2023-04-01,34224239.84,20615119.38,13609120.46,18583523.99,359461.96,15281253.89,3820313.47,11460940.42
UK,Facilities,2023-05-01,34793728.45,20893753.27,13899975.18,18289344.28,1138560.26,15365823.91,3841455.98,11524367.93
UK,Facilities,2023-06-01,33457655.86,20326082.72,13131573.14,17206666.38,1186384.06,15064605.42,3766151.36,11298454.06
UK,Facilities,2023-07-01,32775532.96,19636242.98,13139289.98,18670285.69,454879.54,13650367.73,3412591.93,10237775.8
UK,Facilities,2023-08-01,31065759.75,19034616.6,12031143.15,17630551.43,530514.07,12904694.25,3226173.56,9678520.69
UK,Facilities,2023-09-01,30317038.17,17898341.62,12418696.55,18374636.59,918398.56,11024003.02,2756000.76,8268002.26
UK,Facilities,2023-10-01,30116414.81,18332369.04,11784045.77,18139776.04,1427871.08,10548767.69,2637191.92,7911575.77
UK,Facilities,2023-11-01,31174214.58,18772900.52,12401314.06,17272135.45,1476720.01,12425359.12,3106339.78,9319019.34
UK,Facilities,2023-12-01,31709968.88,19649068.65,12060900.23,18315972.3,1065589.82,12328406.76,3082101.69,9246305.07
UK,Facilities,2024-01-01,31904943.64,19196710.65,12708232.99,17466724.38,517182.48,13921036.78,3480259.2,10440777.58
UK,Facilities,2024-02-01,34823499.15,21124532.73,13698966.42,17970684.77,1265469.25,15587345.13,3896836.28,11690508.85
UK,Facilities,2024-03-01,37221273.62,22374089.57,14847184.05,18888416.7,1367814.93,16965041.99,4241260.5,12723781.49
UK,Facilities,2024-04-01,35278222.02,21008136.89,14270085.13,17468531.69,1708012.14,16101678.19,4025419.55,12076258.64
UK,Facilities,2024-05-01,36629954.44,21714303.64,14915650.8,17319102.7,452195.59,18858656.15,4714664.04,14143992.11
UK,Facilities,2024-06-01,36054554.47,22055156.2,13999398.27,18808858.85,1311895.48,15933800.14,3983450.04,11950350.1
UK,Facilities,2024-07-01,34090760.87,20585727.02,13505033.85,18850472.8,464934.53,14775353.54,3693838.38,11081515.16
UK,Facilities,2024-08-01,32662511.05,19401056.1,13261454.95,18364785.25,1244057.44,13053668.36,3263417.09,9790251.27
UK,Facilities,2024-09-01,31025561.57,18442170.93,12583390.64,18544505.52,660920.86,11820135.19,2955033.8,8865101.39
UK,Facilities,2024-10-01,29931935.35,17502822.79,12429112.56,17936375.17,1049221.22,10946338.96,2736584.74,8209754.22
UK,Facilities,2024-11-01,30452588.59,18291625.54,12160963.05,18330970.46,902906.35,11218711.78,2804677.94,8414033.84
UK,Facilities,2024-12-01,31707805.36,18899534.49,12808270.87,18176962.97,948208.74,12582633.65,3145658.41,9436975.24
UK,Cloud Ops,2020-01-01,40113501.3,24677709.63,15435791.67,23857731.56,702915.14,15552854.6,3888213.65,11664640.95
UK,Cloud Ops,2020-02-01,42109391.54,24446858.33,17662533.21,23712454.7,1383335.47,17013601.37,4253400.34,12760201.03
UK,Cloud Ops,2020-03-01,42867374.58,25572073.76,17295300.82,22137067.91,476621.94,20253684.73,5063421.18,15190263.55
UK,Cloud Ops,2020-04-01,45737241.1,28066450.82,17670790.28,22886955.52,1441205.48,21409080.1,5352270.03,16056810.07
UK,Cloud Ops,2020-05-01,45419927.6,27400140.46,18019787.14,23123421.51,1377813.19,20918692.9,5229673.22,15689019.68
UK,Cloud Ops,2020-06-01,43741964.63,26595156.49,17146808.14,23746164.68,515666.51,19480133.44,4870033.36,14610100.08
UK,Cloud Ops,2020-07-01,40100782.96,23822365.53,16278417.43,22635377.5,756408.47,16708996.99,4177249.25,12531747.74
UK,Cloud Ops,2020-08-01,38817658.54,22922976.32,15894682.22,23405002.16,1274997.56,14137658.82,3534414.7,10603244.12
UK,Cloud Ops,2020-09-01,37051249.69,22741466.72,14309782.97,23184197.17,1704832.78,12162219.74,3040554.94,9121664.8
UK,Cloud Ops,2020-10-01,35839885.89,21349313.61,14490572.28,24459108.14,1303990.08,10076787.67,2519196.92,7557590.75
UK,Cloud Ops,2020-11-01,38309145.23,23513305.46,14795839.77,22793944.09,980585.05,14534616.09,3633654.02,10900962.07
UK,Cloud Ops,2020-12-01,39226866.22,22887527.91,16339338.31,23369422.59,636932.89,15220510.74,3805127.68,11415383.06
UK,Cloud Ops,2021-01-01,41801926.22,25058315.49,16743610.73,23075174.36,1959971.56,16766780.3,4191695.08,12575085.22
UK,Cloud Ops,2021-02-01,44344739.21,26575750.89,17768988.32,24645852.82,992859.64,18706026.75,4676506.69,14029520.06
UK,Cloud Ops,2021-03-01,46580894.18,28259202.52,18321691.66,24721547.9,1228251.37,20631094.91,5157773.73,15473321.18
UK,Cloud Ops,2021-04-01,45005118.12,26109889.63,18895228.49,23493301.17,1966965.33,19544851.62,4886212.9,14658638.72
UK,Cloud Ops,2021-05-01,44950122.82,26329089.99,18621032.83,23244105.7,468253.89,21237763.23,5309440.81,15928322.42
UK,Cloud Ops,2021-06-01,43550158.35,26814874.49,16735283.86,24515763.91,660025.73,18374368.71,4593592.18,13780776.53
UK,Cloud Ops,2021-07-01,41597049.72,25579781.29,16017268.43,23001546.14,680401.0,17915102.58,4478775.64,13436326.94
UK,Cloud Ops,2021-08-01,39830063.83,24590693.79,15239370.04,24058837.72,664949.75,15106276.36,3776569.09,11329707.27
UK,Cloud Ops,2021-09-01,39615570.59,23571176.61,16044393.98,24532888.12,1497499.05,13585183.42,3396295.86,10188887.56
UK,Cloud Ops,2021-10-01,37061622.94,22235490.15,14826132.79,24918110.39,758279.6,11385232.95,2846308.24,8538924.71
UK,Cloud Ops,2021-11-01,38952927.15,23710120.27,15242806.88,25038485.1,704465.41,13209976.64,3302494.16,9907482.48
UK,Cloud Ops,2021-12-01,39692256.51,23083397.48,16608859.03,23432287.11,1219704.24,15040265.16,3760066.29,11280198.87
UK,Cloud Ops,2022-01-01,41109783.31,24215746.82,16894036.49,23260776.47,473636.1,17375370.74,4343842.68,13031528.06
UK,Cloud Ops,2022-02-01,43485133.87,26416427.54,17068706.33,24716875.86,552087.91,18216170.1,4554042.53,13662127.57
UK,Cloud Ops,2022-03-01,45749885.79,27522001.74,18227884.05,24872619.74,1266400.43,19610865.62,4902716.4,14708149.22
UK,Cloud Ops,2022-04-01,47884909.53,28850346.08,19034563.45,24348585.71,2345417.43,21190906.39,5297726.6,15893179.79
UK,Cloud Ops,2022-05-01,47504834.24,28551435.45,18953398.79,23273371.72,502052.26,23729410.26,5932352.56,17797057.7
UK,Cloud Ops,2022-06-01,44575295.45,25984147.57,18591147.88,23823303.69,758723.25,19993268.51,4998317.13,14994951.38
UK,Cloud Ops,2022-07-01,43399481.96,25588107.8,17811374.16,23392543.12,1093726.57,18913212.27,4728303.07,14184909.2
UK,Cloud Ops,2022-08-01,41847114.81,25539742.37,16307372.44,23850672.11,1468354.38,16528088.32,4132022.08,12396066.24
UK,Cloud Ops,2022-09-01,39210297.17,23163237.21,16047059.96,23404356.56,1083036.24,14722904.37,3680726.09,11042178.28
UK,Cloud Ops,2022-10-01,39702462.78,24046296.36,15656166.42,24094535.34,652864.12,14955063.32,3738765.83,11216297.49
UK,Cloud Ops,2022-11-01,39220956.35,23749638.92,15471317.43,23704583.73,494390.11,15021982.51,3755495.63,11266486.88
UK,Cloud Ops,2022-12-01,40304646.65,24675995.71,15628650.94,25254056.58,1570396.98,13480193.09,3370048.27,10110144.82
UK,Cloud Ops,2023-01-01,42031403.27,25513129.92,16518273.35,25749425.97,1570825.52,14711151.78,3677787.94,11033363.84
UK,Cloud Ops,2023-02-01,43288699.01,25975930.87,17312768.14,23706435.23,1103909.04,18478354.74,4619588.68,13858766.06
UK,Cloud Ops,2023-03-01,48082894.07,28521038.16,19561855.91,25499268.08,548520.46,22035105.53,5508776.38,16526329.15
UK,Cloud Ops,2023-04-01,47101047.81,28864949.15,18236098.66,25700564.58,1368621.25,20031861.98,5007965.5,15023896.48
UK,Cloud Ops,2023-05-01,47381729.6,28639966.31,18741763.29,25403103.19,1206845.13,20771781.28,5192945.32,15578835.96
UK,Cloud Ops,2023-06-01,46530680.84,28659035.57,17871645.27,24962792.63,930692.37,20637195.84,5159298.96,15477896.88
UK,Cloud Ops,2023-07-01,45279185.57,27528352.61,17750832.96,24980314.21,2080264.8,18218606.56,4554651.64,13663954.92
UK,Cloud Ops,2023-08-01,42184403.25,24885423.14,17298980.11,24386169.95,905890.67,16892342.63,4223085.66,12669256.97
UK,Cloud Ops,2023-09-01,41434430.84,24637128.74,16797302.1,24844666.39,840639.89,15749124.56,3937281.14,11811843.42
UK,Cloud Ops,2023-10-01,39191738.47,22963844.33,16227894.14,24999289.43,861995.11,13330453.93,3332613.48,9997840.45
UK,Cloud Ops,2023-11-01,39032369.34,23063824.73,15968544.61,26175067.38,1720052.92,11137249.04,2784312.26,8352936.78
UK,Cloud Ops,2023-12-01,42571510.48,26411720.06,16159790.42,25583070.01,780081.93,16208358.54,4052089.64,12156268.9
UK,Cloud Ops,2024-01-01,44692291.36,26307767.74,18384523.62,25209905.82,1255516.96,18226868.58,4556717.14,13670151.44
UK,Cloud Ops,2024-02-01,47757086.92,29200535.15,18556551.77,24944589.55,1748622.73,21063874.64,5265968.66,15797905.98
UK,Cloud Ops,2024-03-01,47267304.85,27900652.26,19366652.59,24756849.89,1819961.14,20690493.82,5172623.46,15517870.36
UK,Cloud Ops,2024-04-01,50034330.35,29574566.47,20459763.88,26031774.46,2069671.64,21932884.25,5483221.06,16449663.19
UK,Cloud Ops,2024-05-01,47979647.66,28671559.54,19308088.12,26418431.01,1999942.0,19561274.65,4890318.66,14670955.99
UK,Cloud Ops,2024-06-01,46185961.19,27788025.63,18397935.56,25266880.59,1330585.12,19588495.48,4897123.87,14691371.61
UK,Cloud Ops,2024-07-01,44777553.96,26963734.39,17813819.57,26622221.84,2159590.7,15995741.42,3998935.36,11996806.06
UK,Cloud Ops,2024-08-01,43383260.13,26498068.01,16885192.12,24862469.26,1019824.44,17500966.43,4375241.61,13125724.82
UK,Cloud Ops,2024-09-01,42241823.95,25571794.72,16670029.23,26801649.31,1151991.68,14288182.96,3572045.74,10716137.22
UK,Cloud Ops,2024-10-01,40796723.71,25371461.81,15425261.9,24970183.48,1333878.1,14492662.13,3623165.53,10869496.6
UK,Cloud Ops,2024-11-01,41154797.55,23891301.47,17263496.08,26237039.54,1677864.68,13239893.33,3309973.33,9929920.0
UK,Cloud Ops,2024-12-01,43386480.15,26100006.45,17286473.7,26594405.37,695369.45,16096705.33,4024176.33,12072529.0
UK,Modeling,2020-01-01,19719530.08,11820563.22,7898966.86,10788593.89,678634.25,8252301.94,2063075.48,6189226.46
UK,Modeling,2020-02-01,20589299.87,12466692.71,8122607.16,10963231.38,234966.43,9391102.06,2347775.52,7043326.54
UK,Modeling,2020-03-01,20119658.35,12087768.63,8031889.72,10327162.99,941738.26,8850757.1,2212689.28,6638067.82
UK,Modeling,2020-04-01,21621803.39,13247998.01,8373805.38,10422158.67,1021900.61,10177744.11,2544436.03,7633308.08
UK,Modeling,2020-05-01,21099897.14,12464243.28,8635653.86,11388089.22,470579.9,9241228.02,2310307.0,6930921.02
UK,Modeling,2020-06-01,19975464.86,11712386.31,8263078.55,10709699.79,922479.07,8343286.0,2085821.5,6257464.5
UK,Modeling,2020-07-01,19284913.09,11621420.08,7663493.01,10577542.18,426767.78,8280603.13,2070150.78,6210452.35
UK,Modeling,2020-08-01,18619913.48,11457782.08,7162131.4,11371095.01,307792.19,6941026.28,1735256.57,5205769.71
UK,Modeling,2020-09-01,17741089.1,10305319.47,7435769.63,10876691.94,575992.18,6288404.98,1572101.24,4716303.74
UK,Modeling,2020-10-01,17906651.78,10713874.03,7192777.75,10756845.93,786456.35,6363349.5,1590837.38,4772512.12
UK,Modeling,2020-11-01,17380362.97,10486744.73,6893618.24,11509827.57,805882.12,5064653.28,1266163.32,3798489.96
UK,Modeling,2020-12-01,17886263.88,10757625.13,7128638.75,11460443.97,517137.02,5908682.89,1477170.72,4431512.17
UK,Modeling,2021-01-01,19887104.25,11795001.44,8092102.81,11157578.89,984628.87,7744896.49,1936224.12,5808672.37
UK,Modeling,2021-02-01,20509357.4,12266534.06,8242823.34,11163559.78,572074.41,8773723.21,2193430.8,6580292.41
UK,Modeling,2021-03-01,20867643.59,12277149.13,8590494.46,11296210.78,495672.33,9075760.48,2268940.12,6806820.36
UK,Modeling,2021-04-01,21229801.41,12871182.3,8358619.11,10982380.11,362804.97,9884616.33,2471154.08,7413462.25
UK,Modeling,2021-05-01,21891234.61,13107116.96,8784117.65,11613309.95,316084.75,9961839.91,2490459.98,7471379.93
UK,Modeling,2021-06-01,21821165.1,13079971.09,8741194.01,10831967.11,771790.84,10217407.15,2554351.79,7663055.36
UK,Modeling,2021-07-01,19919889.62,11712509.34,8207380.28,11512619.26,481831.73,7925438.63,1981359.66,5944078.97
UK,Modeling,2021-08-01,19521165.77,11935304.05,7585861.72,11350141.3,656163.18,7514861.29,1878715.32,5636145.97
UK,Modeling,2021-09-01,18719407.69,11506476.85,7212930.84,10957270.96,571632.9,7190503.83,1797625.96,5392877.87
UK,Modeling,2021-10-01,18858943.75,11349041.46,7509902.29,10720258.59,428903.34,7709781.82,1927445.46,5782336.36
UK,Modeling,2021-11-01,18091911.77,10642655.46,7449256.31,11504455.99,371328.09,6216127.69,1554031.92,4662095.77
UK,Modeling,2021-12-01,19565797.32,12041726.86,7524070.46,11043222.29,974452.38,7548122.65,1887030.66,5661091.99
UK,Modeling,2022-01-01,20483875.9,12289010.51,8194865.39,11132359.76,230545.05,9120971.09,2280242.77,6840728.32
UK,Modeling,2022-02-01,22049906.52,13202192.87,8847713.65,10788082.68,726458.52,10535365.32,2633841.33,7901523.99
UK,Modeling,2022-03-01,21471100.73,12937069.83,8534030.9,11330776.21,548283.57,9592040.95,2398010.24,7194030.71
UK,Modeling,2022-04-01,22365681.03,13646965.62,8718715.41,11244171.29,551800.62,10569709.12,2642427.28,7927281.84
UK,Modeling,2022-05-01,22532022.91,13264293.02,9267729.89,11321831.08,862778.66,10347413.17,2586853.29,7760559.88
UK,Modeling,2022-06-01,20773009.54,12354070.28,8418939.26,11157056.52,368017.49,9247935.53,2311983.88,6935951.65
UK,Modeling,2022-07-01,19789413.54,11970736.79,7818676.75,11393756.94,729681.53,7665975.07,1916493.77,5749481.3
UK,Modeling,2022-08-01,20090126.78,12003818.89,8086307.89,11887479.15,920786.07,7281861.56,1820465.39,5461396.17
UK,Modeling,2022-09-01,17887440.22,10685106.19,7202334.03,11795593.95,352712.44,5739133.83,1434783.46,4304350.37
UK,Modeling,2022-10-01,17781951.05,10718859.0,7063092.05,11598784.62,346353.52,5836812.91,1459203.23,4377609.68
UK,Modeling,2022-11-01,17987313.77,10797783.23,7189530.54,11794992.21,709781.94,5482539.62,1370634.9,4111904.72
UK,Modeling,2022-12-01,19693060.65,11549305.12,8143755.53,11062583.97,655979.72,7974496.96,1993624.24,5980872.72
UK,Modeling,2023-01-01,21590878.62,12952811.58,8638067.04,11732504.25,501686.21,9356688.16,2339172.04,7017516.12
UK,Modeling,2023-02-01,22011740.64,13234319.3,8777421.34,11087445.04,342251.7,10582043.9,2645510.98,7936532.92
UK,Modeling,2023-03-01,23445644.74,14062765.08,9382879.66,11258516.42,908053.95,11279074.37,2819768.59,8459305.78
UK,Modeling,2023-04-01,22196948.15,13131222.46,9065725.69,11861754.05,408618.33,9926575.77,2481643.94,7444931.83
UK,Modeling,2023-05-01,22772996.03,13842682.91,8930313.12,11813583.57,403208.27,10556204.19,2639051.05,7917153.14
UK,Modeling,2023-06-01,22459536.52,13533074.48,8926462.04,11683328.97,859098.82,9917108.73,2479277.18,7437831.55
UK,Modeling,2023-07-01,21013085.58,12476516.27,8536569.31,11817944.07,933736.57,8261404.94,2065351.24,6196053.7
UK,Modeling,2023-08-01,19789607.56,11842762.9,7946844.66,11238770.54,969049.87,7581787.15,1895446.79,5686340.36
UK,Modeling,2023-09-01,19139972.12,11201776.71,7938195.41,11842302.64,336362.49,6961306.99,1740326.75,5220980.24
UK,Modeling,2023-10-01,18648213.53,10900047.18,7748166.35,11408092.17,819489.26,6420632.1,1605158.02,4815474.08
UK,Modeling,2023-11-01,19278723.67,11810706.08,7468017.59,11672593.42,837498.91,6768631.34,1692157.84,5076473.5
UK,Modeling,2023-12-01,19684210.64,11755061.12,7929149.52,11984619.59,368691.74,7330899.31,1832724.83,5498174.48
UK,Modeling,2024-01-01,20643225.85,12338454.55,8304771.3,11533134.81,212198.38,8897892.66,2224473.16,6673419.5
UK,Modeling,2024-02-01,22866905.15,13830367.51,9036537.64,11602432.1,376173.55,10888299.5,2722074.88,8166224.62
UK,Modeling,2024-03-01,22388805.25,13194658.44,9194146.81,12361807.63,277982.97,9749014.65,2437253.66,7311760.99
UK,Modeling,2024-04-01,23617814.62,14352936.61,9264878.01,12112068.47,1085134.37,10420611.78,2605152.94,7815458.84
UK,Modeling,2024-05-01,23448672.6,13774903.54,9673769.06,12134606.34,533127.19,10780939.07,2695234.77,8085704.3
UK,Modeling,2024-06-01,23080162.6,13771358.11,9308804.49,12184756.78,789809.49,10105596.33,2526399.08,7579197.25
UK,Modeling,2024-07-01,21966779.0,13379673.31,8587105.69,12241590.14,500020.11,9225168.75,2306292.19,6918876.56
UK,Modeling,2024-08-01,20370423.23,12001724.3,8368698.93,11835950.37,448350.71,8086122.15,2021530.54,6064591.61
UK,Modeling,2024-09-01,19567242.48,11713689.1,7853553.38,12307191.13,374213.05,6885838.3,1721459.58,5164378.72
UK,Modeling,2024-10-01,19058054.01,11193922.56,7864131.45,11925884.86,861404.72,6270764.43,1567691.11,4703073.32
UK,Modeling,2024-11-01,19640182.23,11561971.56,8078210.67,12592877.98,513191.43,6534112.82,1633528.2,4900584.62
UK,Modeling,2024-12-01,20859991.91,12714294.56,8145697.35,11658251.63,824269.39,8377470.89,2094367.72,6283103.17
UK,Engineering,2020-01-01,23108787.94,13910919.29,9197868.65,16285991.82,1035505.25,5787290.87,1446822.72,4340468.15
UK,Engineering,2020-02-01,22893849.49,13614224.7,9279624.79,16405964.1,977480.19,5510405.2,1377601.3,4132803.9
UK,Engineering,2020-03-01,24635821.11,15222919.22,9412901.89,17285372.02,460191.02,6890258.07,1722564.52,5167693.55
UK,Engineering,2020-04-01,23987856.31,14122096.54,9865759.77,16200384.42,429628.73,7357843.16,1839460.79,5518382.37
UK,Engineering,2020-05-01,24141762.47,14684232.59,9457529.88,17161084.86,1065921.25,5914756.36,1478689.09,4436067.27
UK,Engineering,2020-06-01,23092434.4,13905363.23,9187071.17,16824002.78,691975.78,5576455.84,1394113.96,4182341.88
UK,Engineering,2020-07-01,22848630.86,13483088.76,9365542.1,16658030.47,836981.18,5353619.21,1338404.8,4015214.41
UK,Engineering,2020-08-01,21001404.82,12728658.43,8272746.39,17469080.77,803113.97,2729210.08,682302.52,2046907.56
UK,Engineering,2020-09-01,20578150.81,12579031.75,7999119.06,16776486.43,612596.39,3189067.99,797267.0,2391800.99
UK,Engineering,2020-10-01,20121210.1,11938015.88,8183194.22,17544546.5,709480.79,1867182.81,466795.7,1400387.11
UK,Engineering,2020-11-01,20463662.06,12292174.65,8171487.41,17010170.59,705281.55,2748209.92,687052.48,2061157.44
UK,Engineering,2020-12-01,21854764.62,13149043.47,8705721.15,16576301.25,544930.8,4733532.57,1183383.14,3550149.43
UK,Engineering,2021-01-01,22805233.07,13990947.66,8814285.41,16987172.1,660004.47,5158056.5,1289514.12,3868542.38
UK,Engineering,2021-02-01,23256117.55,13750086.35,9506031.2,16480556.59,1111248.69,5664312.27,1416078.07,4248234.2
UK,Engineering,2021-03-01,25657622.25,15261635.81,10395986.44,17624885.67,907121.57,7125615.01,1781403.75,5344211.26
UK,Engineering,2021-04-01,25909416.43,15804340.78,10105075.65,16603241.53,612247.11,8693927.79,2173481.95,6520445.84
UK,Engineering,2021-05-01,25703809.99,15479723.77,10224086.22,17692277.33,1249692.41,6761840.25,1690460.06,5071380.19
UK,Engineering,2021-06-01,24745956.25,14969477.54,9776478.71,17742797.02,948368.86,6054790.37,1513697.59,4541092.78
UK,Engineering,2021-07-01,23597171.72,14044972.39,9552199.33,16646289.78,767661.32,6183220.62,1545805.16,4637415.46
UK,Engineering,2021-08-01,22391731.61,13740296.28,8651435.33,17758994.95,567982.7,4064753.96,1016188.49,3048565.47
UK,Engineering,2021-09-01,20631964.27,12290873.28,8341090.99,17190732.52,588167.18,2853064.57,713266.14,2139798.43
UK,Engineering,2021-10-01,21838668.7,13079702.12,8758966.58,17564844.0,276849.19,3996975.51,999243.88,2997731.63
UK,Engineering,2021-11-01,20910260.96,12646615.03,8263645.93,17671029.72,804549.57,2434681.67,608670.42,1826011.25
UK,Engineering,2021-12-01,22274816.66,13144227.96,9130588.7,17194250.16,421736.52,4658829.98,1164707.5,3494122.48
UK,Engineering,2022-01-01,22590041.35,13355518.45,9234522.9,17480868.61,733614.21,4375558.53,1093889.63,3281668.9
UK,Engineering,2022-02-01,25510838.6,15204202.32,10306636.28,17278953.35,575696.24,7656189.01,1914047.25,5742141.76
UK,Engineering,2022-03-01,25829772.57,15916755.58,9913016.99,17877150.93,452739.15,7499882.49,1874970.62,5624911.87
UK,Engineering,2022-04-01,26680733.94,16206599.09,10474134.85,17016323.49,331441.9,9332968.55,2333242.14,6999726.41
UK,Engineering,2022-05-01,26262184.0,15979673.25,10282510.75,17411509.49,523380.61,8327293.9,2081823.48,6245470.42
UK,Engineering,2022-06-01,24843604.67,14712712.45,10130892.22,18052300.37,544747.72,6246556.58,1561639.14,4684917.44
UK,Engineering,2022-07-01,23077768.53,13794428.18,9283340.35,16647087.28,825250.18,5605431.07,1401357.77,4204073.3
UK,Engineering,2022-08-01,22324504.23,13423272.46,8901231.77,17985944.15,1109956.27,3228603.81,807150.95,2421452.86
UK,Engineering,2022-09-01,21549341.49,12963315.87,8586025.62,16934645.14,598329.77,4016366.58,1004091.64,3012274.94
UK,Engineering,2022-10-01,21578510.01,12626585.55,8951924.46,17491732.55,386497.6,3700279.86,925069.96,2775209.9
UK,Engineering,2022-11-01,21754656.74,13221172.29,8533484.45,17754322.75,498445.93,3501888.06,875472.02,2626416.04
UK,Engineering,2022-12-01,21653965.04,12973040.14,8680924.9,17329160.7,629785.23,3695019.11,923754.78,2771264.33
UK,Engineering,2023-01-01,23762603.72,13860761.39,9901842.33,17447225.69,261830.87,6053547.16,1513386.79,4540160.37
UK,Engineering,2023-02-01,24927558.02,15023301.85,9904256.17,17131012.84,860581.12,6935964.06,1733991.02,5201973.04
UK,Engineering,2023-03-01,26690333.66,16087521.96,10602811.7,17421857.73,1074543.62,8193932.31,2048483.08,6145449.23
UK,Engineering,2023-04-01,25783032.97,15169384.85,10613648.12,18162718.24,993847.35,6626467.38,1656616.84,4969850.54
UK,Engineering,2023-05-01,26671571.98,15732089.98,10939482.0,17158922.44,375805.88,9136843.66,2284210.92,6852632.74
UK,Engineering,2023-06-01,25096634.39,14722514.92,10374119.47,17105007.81,612676.04,7378950.54,1844737.64,5534212.9
UK,Engineering,2023-07-01,23614158.7,14328935.13,9285223.57,17586331.88,301861.23,5725965.59,1431491.4,4294474.19
UK,Engineering,2023-08-01,22517462.94,13697758.1,8819704.84,17749045.87,936482.1,3831934.97,957983.74,2873951.23
UK,Engineering,2023-09-01,22513341.9,13586094.21,8927247.69,17195582.04,411773.14,4905986.72,1226496.68,3679490.04
UK,Engineering,2023-10-01,21707660.99,12706917.17,9000743.82,18626984.59,414526.16,2666150.24,666537.56,1999612.68
UK,Engineering,2023-11-01,21863401.0,12782572.17,9080828.83,17141369.07,780875.47,3941156.46,985289.12,2955867.34
UK,Engineering,2023-12-01,23483925.52,14212219.62,9271705.9,17205129.69,947367.62,5331428.21,1332857.05,3998571.16
UK,Engineering,2024-01-01,25602627.76,15358957.54,10243670.22,17409085.49,583185.89,7610356.38,1902589.1,5707767.28
UK,Engineering,2024-02-01,25732324.36,15286763.71,10445560.65,17907990.14,782516.84,7041817.38,1760454.34,5281363.04
UK,Engineering,2024-03-01,25868238.84,15691570.18,10176668.66,18518819.82,688031.74,6661387.28,1665346.82,4996040.46
UK,Engineering,2024-04-01,26065840.15,15553567.12,10512273.03,17319737.41,499949.06,8246153.68,2061538.42,6184615.26
