country,department,month,budgeted_revenue,budgeted_expenses,budgeted_net_income,budgeted_tax,budgeted_net_profit_after_tax,variance_revenue,variance_expenses,variance_net_profit
UK,Accounting,2025-06-01,42242537.78,26398446.49,15844091.29,3961022.82,11883068.47,-784568.11,479954.02,-1264522.13
UK,Accounting,2025-07-01,42011697.72,26094125.07,15917572.65,3979393.16,11938179.49,-1857870.68,-68653.7,-1789216.98
UK,Accounting,2025-08-01,41897615.76,26225525.83,15672089.93,3918022.48,11754067.45,882698.73,-408431.33,1291130.06
UK,Accounting,2025-09-01,41289673.37,26710519.41,14579153.96,3644788.49,10934365.47,357967.15,968670.38,-610703.23
UK,Accounting,2025-10-01,41549109.44,26715560.18,14833549.26,3708387.31,11125161.95,-998541.55,921895.79,-1920437.34
UK,Accounting,2025-11-01,42067317.82,26877386.12,15189931.7,3797482.92,11392448.78,1049912.65,-993823.83,2043736.48
UK,Accounting,2025-12-01,42615149.93,26232838.38,16382311.55,4095577.89,12286733.66,878581.88,-851409.86,1729991.74
UK,Accounting,2026-01-01,42594614.73,26630828.37,15963786.36,3990946.59,11972839.77,-1676452.27,-1131780.22,-544672.05
UK,Accounting,2026-02-01,42414392.63,26589112.42,15825280.21,3956320.05,11868960.16,1641467.64,-196955.21,1838422.85
UK,Accounting,2026-03-01,41950562.38,26795433.62,15155128.76,3788782.19,11366346.57,-323294.59,-1186485.28,863190.69
UK,Accounting,2026-04-01,42368388.77,27006952.56,15361436.21,3840359.05,11521077.16,183011.66,-1042414.24,1225425.9
UK,Accounting,2026-05-01,42444910.94,27015146.12,15429764.82,3857441.21,11572323.61,327354.17,-722144.69,1049498.86
UK,Accounting,2026-06-01,42749601.65,27511543.76,15238057.89,3809514.47,11428543.42,1434444.5,1252748.91,181695.59
UK,Accounting,2026-07-01,42239218.92,27204546.73,15034672.19,3758668.05,11276004.14,1294512.11,-851011.4,2145523.51
UK,Accounting,2026-08-01,43898802.82,27458565.66,16440237.16,4110059.29,12330177.87,2172559.68,1328848.88,843710.8
UK,Accounting,2026-09-01,43843522.76,26737064.03,17106458.73,4276614.68,12829844.05,2178514.18,1044038.08,1134476.1
UK,Accounting,2026-10-01,42906726.69,27232314.61,15674412.08,3918603.02,11755809.06,-19498.28,-1150750.03,1131251.75
UK,Accounting,2026-11-01,43442537.75,26900865.3,16541672.45,4135418.11,12406254.34,-1861717.53,-95355.18,-1766362.35
UK,Accounting,2026-12-01,44377201.67,26970030.47,17407171.2,4351792.8,13055378.4,-1260145.5,1342547.06,-2602692.56
UK,Human Resources,2025-01-01,23358964.82,12384647.85,10974316.97,2743579.24,8230737.73,-368059.36,-605881.36,237822.0
UK,Human Resources,2025-02-01,22640728.19,12697156.57,9943571.62,2485892.9,7457678.72,-659572.92,-110123.93,-549448.99
UK,Human Resources,2025-03-01,23102711.0,12567843.82,10534867.18,2633716.79,7901150.39,-509038.27,97491.39,-606529.66
UK,Human Resources,2025-04-01,23537367.96,12915554.32,10621813.64,2655453.41,7966360.23,-139883.55,81628.13,-221511.68
UK,Human Resources,2025-05-01,23541897.8,12734441.51,10807456.29,2701864.07,8105592.22,-608167.31,70303.06,-678470.37
UK,Human Resources,2025-06-01,23385129.35,13040957.83,10344171.52,2586042.88,7758128.64,-1093228.34,-133410.91,-959817.43
UK,Human Resources,2025-07-01,23819266.77,12720997.46,11098269.31,2774567.33,8323701.98,-818730.7,-191076.95,-627653.75
UK,Human Resources,2025-08-01,23700540.42,13045763.7,10654776.72,2663694.18,7991082.54,118601.52,-510447.19,629048.71
UK,Human Resources,2025-09-01,23652495.34,13043029.4,10609465.94,2652366.48,7957099.46,-650759.78,-49540.9,-601218.88
UK,Human Resources,2025-10-01,23300699.5,13091582.0,10209117.5,2552279.38,7656838.12,-745197.46,472840.43,-1218037.89
UK,Human Resources,2025-11-01,23370717.71,13033386.75,10337330.96,2584332.74,7752998.22,753113.1,-362056.18,1115169.28
UK,Human Resources,2025-12-01,23906566.25,12928434.78,10978131.47,2744532.87,8233598.6,651224.67,409966.07,241258.6
UK,Human Resources,2026-01-01,23410995.04,13244129.04,10166866.0,2541716.5,7625149.5,511591.81,-62826.84,574418.65
UK,Human Resources,2026-02-01,24039366.42,13279134.05,10760232.37,2690058.09,8070174.28,-111501.12,-443251.6,331750.48
UK,Human Resources,2026-03-01,24107473.21,13071276.39,11036196.82,2759049.21,8277147.61,-710184.49,-14049.04,-696135.45
UK,Human Resources,2026-04-01,24156599.64,13251677.97,10904921.67,2726230.42,8178691.25,-305255.48,-62755.22,-242500.26
UK,Human Resources,2026-05-01,23625340.84,13412724.82,10212616.02,2553154.0,7659462.02,-153921.33,423928.66,-577849.99
UK,Human Resources,2026-06-01,24097313.49,13258045.11,10839268.38,2709817.1,8129451.28,-329198.38,-115632.32,-213566.06
UK,Human Resources,2026-07-01,24604777.24,13122734.95,11482042.29,2870510.57,8611531.72,112296.92,216665.98,-104369.06
UK,Human Resources,2026-08-01,24724729.98,13371012.58,11353717.4,2838429.35,8515288.05,846586.28,-438893.67,1285479.95
UK,Human Resources,2026-09-01,23940614.38,13206277.54,10734336.84,2683584.21,8050752.63,-1010882.09,-169827.92,-841054.17
UK,Human Resources,2026-10-01,24770120.27,13304341.73,11465778.54,2866444.63,8599333.91,777405.45,159248.34,618157.11
UK,Human Resources,2026-11-01,24304697.51,13472579.38,10832118.13,2708029.53,8124088.6,1005897.88,114222.66,891675.22
UK,Human Resources,2026-12-01,24268697.86,13302602.31,10966095.55,2741523.89,8224571.66,1109366.87,-336201.74,1445568.61
UK,Facilities,2025-01-01,12668376.68,9299212.68,3369164.0,842291.0,2526873.0,-438371.14,-116947.33,-321423.81
UK,Facilities,2025-02-01,12915528.91,9427396.24,3488132.67,872033.17,2616099.5,456573.0,-415390.34,871963.34
UK,Facilities,2025-03-01,12936759.52,9607149.32,3329610.2,832402.55,2497207.65,633009.33,-207821.95,840831.28
UK,Facilities,2025-04-01,13067299.83,9618064.05,3449235.78,862308.94,2586926.84,-609732.95,341745.39,-951478.34
UK,Facilities,2025-05-01,12994593.54,9696539.14,3298054.4,824513.6,2473540.8,400930.07,-208633.6,609563.67
UK,Facilities,2025-06-01,13138328.5,9652525.13,3485803.37,871450.84,2614352.53,335097.03,-245557.1,580654.13
UK,Facilities,2025-07-01,13224994.43,9554187.92,3670806.51,917701.63,2753104.88,-335531.63,400450.81,-735982.44
UK,Facilities,2025-08-01,13116012.63,9519627.14,3596385.49,899096.37,2697289.12,409017.25,-450609.37,859626.62
UK,Facilities,2025-09-01,13139995.61,9783323.27,3356672.34,839168.08,2517504.26,656764.86,-263668.95,920433.81
UK,Facilities,2025-10-01,12948194.47,9899646.11,3048548.36,762137.09,2286411.27,-298500.18,-227471.26,-71028.92
UK,Facilities,2025-11-01,13004667.48,9778021.02,3226646.46,806661.61,2419984.85,-72395.66,-162960.73,90565.07
UK,Facilities,2025-12-01,13273525.12,9702205.79,3571319.33,892829.83,2678489.5,497180.83,98131.49,399049.34
UK,Facilities,2026-01-01,13065680.51,9629751.56,3435928.95,858982.24,2576946.71,-466911.32,449690.96,-916602.28
UK,Facilities,2026-02-01,13245855.35,9665035.44,3580819.91,895204.98,2685614.93,-53267.24,85050.52,-138317.76
UK,Facilities,2026-03-01,13218147.14,9689121.28,3529025.86,882256.46,2646769.4,-641228.88,-307869.56,-333359.32
UK,Facilities,2026-04-01,13522109.29,9797170.25,3724939.04,931234.76,2793704.28,-550475.95,-290829.51,-259646.44
UK,Facilities,2026-05-01,13385621.81,9965697.52,3419924.29,854981.07,2564943.22,397325.22,85662.0,311663.22
UK,Facilities,2026-06-01,13280098.71,9924289.32,3355809.39,838952.35,2516857.04,269573.56,-397096.06,666669.62
UK,Facilities,2026-07-01,13421376.39,10062813.92,3358562.47,839640.62,2518921.85,-499129.13,-76928.0,-422201.13
UK,Facilities,2026-08-01,13772583.64,9991793.81,3780789.83,945197.46,2835592.37,-480463.78,352757.32,-833221.1
UK,Facilities,2026-09-01,13637344.8,9990136.26,3647208.54,911802.14,2735406.4,-159427.19,396907.22,-556334.41
UK,Facilities,2026-10-01,13410532.61,9868231.71,3542300.9,885575.22,2656725.68,162013.76,-374533.41,536547.17
UK,Facilities,2026-11-01,13812279.68,9978059.11,3834220.57,958555.14,2875665.43,-684385.38,92887.24,-777272.62
UK,Facilities,2026-12-01,13769710.67,10269475.23,3500235.44,875058.86,2625176.58,554073.55,-189569.33,743642.88
UK,Cloud Ops,2025-01-01,11034960.21,5672091.18,5362869.03,1340717.26,4022151.77,-161294.84,-152992.35,-8302.49
UK,Cloud Ops,2025-02-01,11142394.29,5666920.25,5475474.04,1368868.51,4106605.53,-452284.1,-164406.58,-287877.52
UK,Cloud Ops,2025-03-01,11373758.65,5704841.96,5668916.69,1417229.17,4251687.52,159058.89,-114374.84,273433.73
UK,Cloud Ops,2025-04-01,11359962.48,5709992.64,5649969.84,1412492.46,4237477.38,399135.01,-8499.63,407634.64
UK,Cloud Ops,2025-05-01,11359823.32,5864220.45,5495602.87,1373900.72,4121702.15,-271581.19,61846.78,-333427.97
UK,Cloud Ops,2025-06-01,11182609.43,5894405.97,5288203.46,1322050.86,3966152.6,-278084.35,-217331.29,-60753.06
UK,Cloud Ops,2025-07-01,11599993.0,5867075.53,5732917.47,1433229.37,4299688.1,-305930.1,186947.62,-492877.72
UK,Cloud Ops,2025-08-01,11477751.08,5925244.35,5552506.73,1388126.68,4164380.05,230027.88,23523.59,206504.29
UK,Cloud Ops,2025-09-01,11273799.77,5825792.45,5448007.32,1362001.83,4086005.49,482147.65,-286964.75,769112.4
UK,Cloud Ops,2025-10-01,11611076.32,5914538.4,5696537.92,1424134.48,4272403.44,-532428.99,-4312.11,-528116.88
UK,Cloud Ops,2025-11-01,11465534.9,5953535.58,5511999.32,1377999.83,4133999.49,529297.72,226608.0,302689.72
UK,Cloud Ops,2025-12-01,11672391.86,5974288.44,5698103.42,1424525.85,4273577.57,567485.24,-41820.99,609306.23
UK,Cloud Ops,2026-01-01,11399339.58,6059389.8,5339949.78,1334987.45,4004962.33,504712.63,-202426.55,707139.18
UK,Cloud Ops,2026-02-01,11605259.54,5997969.3,5607290.24,1401822.56,4205467.68,-243900.63,-40011.85,-203888.78
UK,Cloud Ops,2026-03-01,11447670.46,6009730.45,5437940.01,1359485.0,4078455.01,156306.28,171644.0,-15337.72
UK,Cloud Ops,2026-04-01,11621790.48,6028845.97,5592944.51,1398236.13,4194708.38,-357828.61,143979.28,-501807.89
UK,Cloud Ops,2026-05-01,11567254.88,6105956.38,5461298.5,1365324.62,4095973.88,230732.89,128592.33,102140.56
UK,Cloud Ops,2026-06-01,11744258.55,6033719.58,5710538.97,1427634.74,4282904.23,-385327.85,144601.75,-529929.6
UK,Cloud Ops,2026-07-01,11677958.64,6069826.68,5608131.96,1402032.99,4206098.97,185051.44,169298.78,15752.66
UK,Cloud Ops,2026-08-01,11756729.05,6194732.1,5561996.95,1390499.24,4171497.71,425903.42,85269.22,340634.2
UK,Cloud Ops,2026-09-01,11769454.51,6077740.19,5691714.32,1422928.58,4268785.74,336295.22,-65767.16,402062.38
UK,Cloud Ops,2026-10-01,11915265.11,6045781.71,5869483.4,1467370.85,4402112.55,440360.06,-297075.9,737435.96
UK,Cloud Ops,2026-11-01,11734689.1,6065482.67,5669206.43,1417301.61,4251904.82,269118.79,99284.81,169833.98
UK,Cloud Ops,2026-12-01,12020865.14,6078770.31,5942094.83,1485523.71,4456571.12,460306.56,-121650.95,581957.51
UK,Modeling,2025-01-01,12790012.03,7606215.95,5183796.08,1295949.02,3887847.06,-408922.13,-370641.49,-38280.64
UK,Modeling,2025-02-01,12962397.45,7603629.61,5358767.84,1339691.96,4019075.88,-437448.19,320917.36,-758365.55
UK,Modeling,2025-03-01,12609410.28,7750092.07,4859318.21,1214829.55,3644488.66,-409801.91,-378634.88,-31167.03
UK,Modeling,2025-04-01,12609080.49,7814266.62,4794813.87,1198703.47,3596110.4,-104018.05,-257682.52,153664.47
UK,Modeling,2025-05-01,12997477.18,7631501.17,5365976.01,1341494.0,4024482.01,-117095.13,-381386.77,264291.64
UK,Modeling,2025-06-01,13152396.88,7919899.49,5232497.39,1308124.35,3924373.04,431439.69,-354324.09,785763.78
UK,Modeling,2025-07-01,13015940.46,7798922.93,5217017.53,1304254.38,3912763.15,-409856.94,-17770.59,-392086.35
UK,Modeling,2025-08-01,12900403.03,7699238.69,5201164.34,1300291.08,3900873.26,280166.37,88174.17,191992.2
UK,Modeling,2025-09-01,12815561.24,7948715.24,4866846.0,1216711.5,3650134.5,96015.24,-202207.11,298222.35
UK,Modeling,2025-10-01,13226457.45,7902093.58,5324363.87,1331090.97,3993272.9,-426372.63,-268416.65,-157955.98
UK,Modeling,2025-11-01,13303602.14,7784296.0,5519306.14,1379826.53,4139479.61,598180.12,-216253.36,814433.48
UK,Modeling,2025-12-01,13350683.58,7997806.88,5352876.7,1338219.18,4014657.52,-106976.33,-382880.86,275904.53
UK,Modeling,2026-01-01,13218708.3,7946720.79,5271987.51,1317996.88,3953990.63,210277.7,-142746.31,353024.01
UK,Modeling,2026-02-01,13125687.1,7857822.1,5267865.0,1316966.25,3950898.75,242939.86,-64445.68,307385.54
UK,Modeling,2026-03-01,13460820.75,7996778.22,5464042.53,1366010.63,4098031.9,-86248.27,-296041.45,209793.18
UK,Modeling,2026-04-01,13201694.77,8095173.03,5106521.74,1276630.44,3829891.3,281497.39,-118198.77,399696.16
UK,Modeling,2026-05-01,13097132.51,7995021.03,5102111.48,1275527.87,3826583.61,-48421.63,-239942.42,191520.79
UK,Modeling,2026-06-01,13353724.98,8056382.44,5297342.54,1324335.64,3973006.9,-99337.4,-284701.97,185364.57
UK,Modeling,2026-07-01,13283988.2,7971403.41,5312584.79,1328146.2,3984438.59,641668.16,307743.25,333924.91
UK,Modeling,2026-08-01,13625474.24,7995177.96,5630296.28,1407574.07,4222722.21,194727.27,233910.29,-39183.02
UK,Modeling,2026-09-01,13379085.73,8212622.43,5166463.3,1291615.82,3874847.48,622124.28,-164523.24,786647.52
UK,Modeling,2026-10-01,13785290.9,8236801.54,5548489.36,1387122.34,4161367.02,-152893.48,-184486.41,31592.93
UK,Modeling,2026-11-01,13758134.08,8063790.79,5694343.29,1423585.82,4270757.47,342392.9,-32443.3,374836.2
UK,Modeling,2026-12-01,13604369.81,8264593.82,5339775.99,1334944.0,4004831.99,-151877.15,-114041.27,-37835.88
UK,Engineering,2025-01-01,48277870.12,34476013.14,13801856.98,3450464.25,10351392.73,929573.58,999939.21,-70365.63
UK,Engineering,2025-02-01,48139580.12,34243762.81,13895817.31,3473954.33,10421862.98,2285080.19,1091655.05,1193425.14
UK,Engineering,2025-03-01,48813620.4,35221248.76,13592371.64,3398092.91,10194278.73,-129934.68,1262146.4,-1392081.08
UK,Engineering,2025-04-01,47454700.28,34965643.39,12489056.89,3122264.22,9366792.67,-2278903.69,-1445680.17,-833223.52
UK,Engineering,2025-05-01,49039420.43,35166542.68,13872877.75,3468219.44,10404658.31,316951.25,-1151931.01,1468882.26
UK,Engineering,2025-06-01,48895855.71,34458450.28,14437405.43,3609351.36,10828054.07,-1619919.28,207997.81,-1827917.09
UK,Engineering,2025-07-01,48549848.03,34877764.71,13672083.32,3418020.83,10254062.49,-1129662.28,936755.5,-2066417.78
UK,Engineering,2025-08-01,48152069.15,34983456.81,13168612.34,3292153.08,9876459.26,-344765.73,-576383.53,231617.8
UK,Engineering,2025-09-01,48348668.7,35872787.27,12475881.43,3118970.36,9356911.07,351008.89,-184259.63,535268.52
UK,Engineering,2025-10-01,49598658.19,34822656.84,14776001.35,3694000.34,11082001.01,-699661.41,-719359.83,19698.42
UK,Engineering,2025-11-01,49300888.44,35971046.17,13329842.27,3332460.57,9997381.7,-599004.19,939078.63,-1538082.82
UK,Engineering,2025-12-01,49211353.42,35822113.98,13389239.44,3347309.86,10041929.58,-1078348.79,-116026.11,-962322.68
UK,Engineering,2026-01-01,48918204.62,35734180.69,13184023.93,3296005.98,9888017.95,1008193.5,-1560800.13,2568993.63
UK,Engineering,2026-02-01,48690841.81,36589952.2,12100889.61,3025222.4,9075667.21,465582.42,-998406.17,1463988.59
UK,Engineering,2026-03-01,50549268.76,36217820.42,14331448.34,3582862.08,10748586.26,-945512.45,876176.15,-1821688.6
UK,Engineering,2026-04-01,49483134.44,35549487.33,13933647.11,3483411.78,10450235.33,1118878.0,-943995.9,2062873.9
UK,Engineering,2026-05-01,50651665.57,36393871.19,14257794.38,3564448.6,10693345.78,1697991.06,-1701408.45,3399399.51
UK,Engineering,2026-06-01,50798233.42,36314204.97,14484028.45,3621007.11,10863021.34,-2145450.31,624464.96,-2769915.27
UK,Engineering,2026-07-01,49470005.82,36435027.08,13034978.74,3258744.69,9776234.05,729897.27,-325855.93,1055753.2
UK,Engineering,2026-08-01,49699631.72,36148907.64,13550724.08,3387681.02,10163043.06,25788.29,1469558.86,-1443770.57
UK,Engineering,2026-09-01,50181273.84,36237062.15,13944211.69,3486052.92,10458158.77,-2251988.35,825268.09,-3077256.44
UK,Engineering,2026-10-01,49958359.56,37133934.47,12824425.09,3206106.27,9618318.82,1714777.46,1719371.21,-4593.75
UK,Engineering,2026-11-01,50647678.2,36742062.89,13905615.31,3476403.83,10429211.48,2006141.34,1282590.7,723550.64
UK,Engineering,2026-12-01,50340527.99,37527493.15,12813034.84,3203258.71,9609776.13,1283775.9,-359767.96,1643543.86
UK,Platform & Software,2025-01-01,47133745.53,33627248.49,13506497.04,3376624.26,10129872.78,-957123.13,652391.57,-1609514.7
UK,Platform & Software,2025-02-01,46783958.41,34336747.56,12447210.85,3111802.71,9335408.14,1153434.23,244660.91,908773.32
UK,Platform & Software,2025-03-01,47709564.0,33531651.12,14177912.88,3544478.22,10633434.66,-117470.74,656475.8,-773946.54
UK,Platform & Software,2025-04-01,47171792.24,33578220.88,13593571.36,3398392.84,10195178.52,1306993.4,-644482.13,1951475.53
UK,Platform & Software,2025-05-01,46301057.92,34149393.18,12151664.74,3037916.19,9113748.55,1580059.0,212065.81,1367993.19
UK,Platform & Software,2025-06-01,46399378.91,34966908.73,11432470.18,2858117.54,8574352.64,-634089.62,884308.81,-1518398.43
UK,Platform & Software,2025-07-01,47310794.22,34190853.14,13119941.08,3279985.27,9839955.81,-2192831.76,703948.27,-2896780.03
UK,Platform & Software,2025-08-01,47480296.14,35088774.59,12391521.55,3097880.39,9293641.16,437484.09,-892493.06,1329977.15
UK,Platform & Software,2025-09-01,46823432.09,34593963.59,12229468.5,3057367.12,9172101.38,-280792.56,-999798.97,719006.41
UK,Platform & Software,2025-10-01,48473895.5,34678587.24,13795308.26,3448827.06,10346481.2,1412812.71,1403662.78,9149.93
UK,Platform & Software,2025-11-01,48098124.67,34312789.38,13785335.29,3446333.82,10339001.47,1129803.59,-272341.65,1402145.24
UK,Platform & Software,2025-12-01,48892727.32,34887295.2,14005432.12,3501358.03,10504074.09,364916.1,-763301.61,1128217.71
UK,Platform & Software,2026-01-01,47476890.13,34345266.76,13131623.37,3282905.84,9848717.53,56501.02,27769.0,28732.02
UK,Platform & Software,2026-02-01,48439123.34,34884414.03,13554709.31,3388677.33,10166031.98,11535.1,-594812.81,606347.91
UK,Platform & Software,2026-03-01,48755235.25,35685930.76,13069304.49,3267326.12,9801978.37,-549906.27,897250.9,-1447157.17
UK,Platform & Software,2026-04-01,48846601.11,34909585.36,13937015.75,3484253.94,10452761.81,877955.68,-1154948.86,2032904.54
UK,Platform & Software,2026-05-01,48874284.36,35595891.33,13278393.03,3319598.26,9958794.77,1699931.93,911037.3,788894.63
UK,Platform & Software,2026-06-01,49939756.45,34853807.87,15085948.58,3771487.15,11314461.43,1717101.71,1041501.37,675600.34
UK,Platform & Software,2026-07-01,49395090.66,36127842.12,13267248.54,3316812.13,9950436.41,1698413.17,494231.14,1204182.03
UK,Platform & Software,2026-08-01,49404288.4,35217052.8,14187235.6,3546808.9,10640426.7,-1887499.54,-157028.36,-1730471.18
UK,Platform & Software,2026-09-01,48934584.34,36345381.97,12589202.37,3147300.59,9441901.78,-378815.12,727484.79,-1106299.91
UK,Platform & Software,2026-10-01,48707221.13,36459560.26,12247660.87,3061915.22,9185745.65,890338.72,-208614.64,1098953.36
UK,Platform & Software,2026-11-01,49499288.14,35613398.74,13885889.4,3471472.35,10414417.05,1677708.56,934982.06,742726.5
UK,Platform & Software,2026-12-01,49628794.99,35651359.3,13977435.69,3494358.92,10483076.77,2138666.36,628055.86,1510610.5
Germany,Finance,2025-01-01,45375635.15,27670448.92,17705186.23,4426296.56,13278889.67,-1464220.24,932432.96,-2396653.2
Germany,Finance,2025-02-01,45325375.61,27200028.64,18125346.97,4531336.74,13594010.23,2244495.87,860611.87,1383884.0
Germany,Finance,2025-03-01,45624535.94,27736937.62,17887598.32,4471899.58,13415698.74,282198.18,-225557.99,507756.17
Germany,Finance,2025-04-01,44667199.54,28257177.4,16410022.14,4102505.54,12307516.6,-1321820.69,859817.37,-2181638.06
Germany,Finance,2025-05-01,45054106.36,27865525.04,17188581.32,4297145.33,12891435.99,1867132.85,-1376345.71,3243478.56
Germany,Finance,2025-06-01,45113881.25,28365733.33,16748147.92,4187036.98,12561110.94,499618.01,-931486.23,1431104.24
Germany,Finance,2025-07-01,45545732.01,27694012.4,17851719.61,4462929.9,13388789.71,-1337920.29,541296.2,-1879216.49
Germany,Finance,2025-08-01,45585724.75,28672215.71,16913509.04,4228377.26,12685131.78,-1210677.05,1101806.11,-2312483.16
Germany,Finance,2025-09-01,45973526.85,27947246.4,18026280.45,4506570.11,13519710.34,-796100.85,522859.1,-1318959.95
Germany,Finance,2025-10-01,46044407.49,28544581.8,17499825.69,4374956.42,13124869.27,-1782127.05,-403070.81,-1379056.24
Germany,Finance,2025-11-01,46042698.56,28953042.6,17089655.96,4272413.99,12817241.97,-231865.72,1429944.17,-1661809.89
Germany,Finance,2025-12-01,46238027.76,27994689.73,18243338.03,4560834.51,13682503.52,-739907.48,108082.53,-847990.01
Germany,Finance,2026-01-01,45616713.8,28423867.41,17192846.39,4298211.6,12894634.79,2263657.13,86698.31,2176958.82
Germany,Finance,2026-02-01,47173235.82,28395775.14,18777460.68,4694365.17,14083095.51,289696.44,35862.97,253833.47
Germany,Finance,2026-03-01,46969717.85,28922820.81,18046897.04,4511724.26,13535172.78,-1196047.92,-1289080.02,93032.1
Germany,Finance,2026-04-01,45932576.64,29251522.4,16681054.24,4170263.56,12510790.68,818952.75,703150.66,115802.09
Germany,Finance,2026-05-01,46661041.52,28950716.77,17710324.75,4427581.19,13282743.56,-399953.8,5784.18,-405737.98
Germany,Finance,2026-06-01,47659648.72,28856861.71,18802787.01,4700696.75,14102090.26,-586665.66,406573.28,-993238.94
Germany,Finance,2026-07-01,47299264.52,29278129.46,18021135.06,4505283.76,13515851.3,-739099.12,425117.97,-1164217.09
Germany,Finance,2026-08-01,47276632.28,29452196.56,17824435.72,4456108.93,13368326.79,1904928.61,-1320032.6,3224961.21
Germany,Finance,2026-09-01,47032197.45,29647249.67,17384947.78,4346236.95,13038710.83,1798907.92,239901.86,1559006.06
Germany,Finance,2026-10-01,47815735.12,28899656.11,18916079.01,4729019.75,14187059.26,1673174.87,31796.02,1641378.85
Germany,Finance,2026-11-01,47201374.14,29049190.63,18152183.51,4538045.88,13614137.63,-241820.66,-1317725.47,1075904.81
Germany,Finance,2026-12-01,47615194.61,30000402.33,17614792.28,4403698.07,13211094.21,2272799.59,-263204.66,2536004.25
Germany,Accounting,2025-01-01,18092282.88,11057047.84,7035235.04,1758808.76,5276426.28,233578.38,-518082.99,751661.37
Germany,Accounting,2025-02-01,18584699.67,11467749.31,7116950.36,1779237.59,5337712.77,667196.06,-52451.66,719647.72
Germany,Accounting,2025-03-01,18463445.39,11349024.1,7114421.29,1778605.32,5335815.97,185812.93,-96899.0,282711.93
Germany,Accounting,2025-04-01,18348760.9,11538146.48,6810614.42,1702653.6,5107960.82,-374346.95,-231746.69,-142600.26
Germany,Accounting,2025-05-01,18666400.06,11518694.18,7147705.88,1786926.47,5360779.41,-876964.8,403913.34,-1280878.14
Germany,Accounting,2025-06-01,18670167.45,11444905.13,7225262.32,1806315.58,5418946.74,298295.28,533264.85,-234969.57
Germany,Accounting,2025-07-01,19095815.68,11326169.86,7769645.82,1942411.46,5827234.36,280414.14,148764.57,131649.57
Germany,Accounting,2025-08-01,18502992.82,11467739.89,7035252.93,1758813.23,5276439.7,-921111.86,501208.15,-1422320.01
Germany,Accounting,2025-09-01,19007622.73,11640032.71,7367590.02,1841897.5,5525692.52,730953.92,-134001.86,864955.78
Germany,Accounting,2025-10-01,18627896.17,11711433.83,6916462.34,1729115.58,5187346.76,-174833.03,-430475.18,255642.15
Germany,Accounting,2025-11-01,19021862.13,11620561.53,7401300.6,1850325.15,5550975.45,648021.43,-302009.4,950030.83
Germany,Accounting,2025-12-01,18744238.22,11433910.93,7310327.29,1827581.82,5482745.47,482495.39,-371338.82,853834.21
Germany,Accounting,2026-01-01,19411641.02,11531464.2,7880176.82,1970044.21,5910132.61,779095.81,-271493.79,1050589.6
Germany,Accounting,2026-02-01,18967421.3,11626414.23,7341007.07,1835251.77,5505755.3,179928.97,151392.27,28536.7
Germany,Accounting,2026-03-01,18956569.64,11625707.09,7330862.55,1832715.64,5498146.91,944643.44,209805.42,734838.02
Germany,Accounting,2026-04-01,19543471.44,11963884.78,7579586.66,1894896.67,5684689.99,-818435.65,-585091.36,-233344.29
Germany,Accounting,2026-05-01,19500195.81,11955961.26,7544234.55,1886058.64,5658175.91,839378.92,-427301.06,1266679.98
Germany,Accounting,2026-06-01,19103590.54,12021641.04,7081949.5,1770487.38,5311462.12,-544548.56,116214.11,-660762.67
Germany,Accounting,2026-07-01,19486916.68,12085354.87,7401561.81,1850390.45,5551171.36,-669940.51,-334971.11,-334969.4
Germany,Accounting,2026-08-01,19369955.91,11676754.84,7693201.07,1923300.27,5769900.8,99406.04,-272932.32,372338.36
Germany,Accounting,2026-09-01,19492991.66,12098791.61,7394200.05,1848550.01,5545650.04,832048.39,-533800.17,1365848.56
Germany,Accounting,2026-10-01,19672490.81,12049715.74,7622775.07,1905693.77,5717081.3,-100606.47,-443599.24,342992.77
Germany,Accounting,2026-11-01,19841279.05,11888289.08,7952989.97,1988247.49,5964742.48,-360625.02,409505.97,-770130.99
Germany,Accounting,2026-12-01,20005200.28,11953573.85,8051626.43,2012906.61,6038719.82,-296215.85,-331943.7,35727.85
Germany,Human Resources,2025-01-01,39784409.69,22388872.78,17395536.91,4348884.23,13046652.68,1253815.73,648768.74,605046.99
Germany,Human Resources,2025-02-01,39943242.16,22080406.5,17862835.66,4465708.92,13397126.74,-1932181.1,-567308.42,-1364872.68
Germany,Human Resources,2025-03-01,39462417.19,22524791.64,16937625.55,4234406.39,12703219.16,1343301.28,898427.07,444874.21
Germany,Human Resources,2025-04-01,39813248.82,22069487.14,17743761.68,4435940.42,13307821.26,1490123.53,154388.32,1335735.21
Germany,Human Resources,2025-05-01,40651111.62,22251911.57,18399200.05,4599800.01,13799400.04,-530746.28,977015.04,-1507761.32
Germany,Human Resources,2025-06-01,39815393.42,22230854.67,17584538.75,4396134.69,13188404.06,-1204075.17,-828826.02,-375249.15
Germany,Human Resources,2025-07-01,39977693.12,22503578.87,17474114.25,4368528.56,13105585.69,1226504.35,234755.11,991749.24
Germany,Human Resources,2025-08-01,40412439.52,22703948.4,17708491.12,4427122.78,13281368.34,-874105.68,-967891.67,93785.99
Germany,Human Resources,2025-09-01,40124505.17,22571848.71,17552656.46,4388164.12,13164492.34,1270328.2,1055889.91,214438.29
Germany,Human Resources,2025-10-01,41022677.77,22962956.02,18059721.75,4514930.44,13544791.31,-1336602.56,570617.32,-1907219.88
